Duration,Distance,Pace,Cadence
1,1.83017,342,84
1,1.83302,342,84
1,1.83591,342,84
1,1.83879,342,84
1,1.84132,342,84
1,1.84435,342,84
1,1.84716,342,84
1,1.84989,342,84
1,1.85297,342,85
1,1.85567,342,85
1,1.85874,342,85
1,1.86121,342,85
1,1.86433,344,85
1,1.86735,344,85
1,1.87052,344,86
1,1.87342,342,87
1,1.87635,342,88
1,1.87917,342,88
1,1.8823,342,89
1,1.88562,342,88
1,1.88892,341,87
1,1.89224,340,87
1,1.89529,339,88
1,1.89894,337,88
1,1.90181,337,89
1,1.90537,335,89
1,1.90884,335,90
1,1.91266,333,90
1,1.91612,331,90
1,1.91993,329,90
1,1.92319,328,90
1,1.92677,326,90
1,1.92993,325,90
1,1.93344,321,90
1,1.93681,318,90
1,1.94029,313,90
1,1.94352,308,90
1,1.94725,304,90
1,1.9507,304,90
1,1.95428,299,90
1,1.95761,299,90
1,1.96126,297,90
1,1.96456,297,90
1,1.96813,295,90
1,1.97116,294,90
1,1.97444,295,90
1,1.97663,297,89
1,1.97932,298,89
1,1.98189,306,90
1,1.98534,310,90
1,1.98913,311,90
1,1.99304,311,90
1,1.99654,304,90
1,2.00045,299,90
1,2.00432,298,90
1,2.00865,292,90
1,2.01238,290,90
1,2.01627,286,89
1,2.01992,286,89
1,2.02349,285,89
1,2.02718,285,89
1,2.03122,284,89
1,2.03487,284,89
1,2.03863,280,89
1,2.04175,279,89
1,2.04505,280,89
1,2.04862,283,89
1,2.0523,283,89
1,2.05646,283,89
1,2.06012,281,89
1,2.06396,275,89
1,2.06778,275,89
1,2.07148,273,89
1,2.07499,272,89
1,2.07867,272,89
1,2.08207,273,89
1,2.08539,273,89
1,2.08851,274,89
1,2.09218,276,89
1,2.0956,277,89
1,2.0994,278,89
1,2.10274,277,89
1,2.10633,278,90
1,2.10971,277,90
1,2.11327,278,90
1,2.11675,277,89
1,2.12064,277,89
1,2.12398,277,89
1,2.12799,276,89
1,2.13125,275,89
1,2.13475,275,89
1,2.13784,275,90
1,2.14148,276,90
1,2.1451,277,90
1,2.14906,277,89
1,2.15237,276,89
1,2.15566,276,89
1,2.15858,276,89
1,2.16202,276,89
1,2.16527,278,89
1,2.16879,278,89
1,2.17204,278,88
1,2.17552,278,88
1,2.17943,278,89
1,2.18322,279,89
1,2.18743,278,89
1,2.19119,278,89
1,2.19483,277,89
1,2.19793,277,89
1,2.20115,277,89
1,2.20459,277,89
1,2.20818,278,89
1,2.2118,278,89
1,2.21584,278,89
1,2.21964,278,89
1,2.22364,277,89
1,2.22743,276,89
1,2.23183,275,89
1,2.23548,275,89
1,2.23873,274,89
1,2.24193,274,89
1,2.24643,274,88
1,2.25005,274,88
1,2.25387,273,88
1,2.25762,273,88
1,2.26086,273,88
1,2.26487,273,89
1,2.26863,273,89
1,2.27199,272,89
1,2.27514,272,89
1,2.27847,272,89
1,2.28192,273,89
1,2.28528,273,89
1,2.28884,273,89
1,2.29245,273,89
1,2.29566,273,89
1,2.29881,273,89
1,2.30191,273,90
1,2.3052,274,90
1,2.30821,275,90
1,2.31149,275,90
1,2.31475,275,90
1,2.31805,275,90
1,2.32029,276,89
1,2.323,276,89
1,2.32558,278,89
1,2.33003,279,89
1,2.33704,279,89
1,2.34381,278,88
1,2.34678,278,89
1,2.35051,278,89
1,2.35346,275,89
1,2.35662,290,89
1,2.35922,290,89
1,2.36261,292,89
1,2.36562,301,89
1,2.36887,305,89
1,2.37237,302,89
1,2.37564,302,89
1,2.37883,298,89
1,2.38232,298,89
1,2.38544,298,89
1,2.38884,298,89
1,2.39187,297,89
1,2.39572,298,89
1,2.39951,297,89
1,2.40349,295,89
1,2.4069,293,89
1,2.41014,290,89
1,2.41305,290,89
1,2.41632,291,89
1,2.41983,293,88
1,2.42304,292,89
1,2.42703,293,89
1,2.42997,292,89
1,2.43404,294,89
1,2.43692,287,88
1,2.4405,291,88
1,2.44413,290,88
1,2.44804,290,88
1,2.45155,289,88
1,2.45502,287,88
1,2.45838,287,88
1,2.46176,287,88
1,2.46509,287,89
1,2.4684,287,89
1,2.47206,287,89
1,2.47532,287,88
1,2.47871,287,88
1,2.48167,287,87
1,2.4849,288,87
1,2.48804,289,88
1,2.49154,290,89
1,2.49436,290,89
1,2.49856,290,89
1,2.50253,290,90
1,2.50639,290,90
1,2.50944,289,90
1,2.51261,288,90
1,2.51588,288,90
1,2.51963,289,90
1,2.52303,289,90
1,2.52673,289,90
1,2.53011,288,90
1,2.53381,288,90
1,2.53761,288,90
1,2.54146,287,90
1,2.54494,287,90
1,2.54891,286,90
1,2.55253,286,90
1,2.5563,285,90
1,2.55965,284,90
1,2.56342,284,90
1,2.56659,284,90
1,2.57028,284,90
1,2.57329,284,90
1,2.57696,284,89
1,2.58,284,89
1,2.58378,284,90
1,2.58693,284,90
1,2.59054,284,90
1,2.59346,284,90
1,2.5969,284,90
1,2.59997,284,90
1,2.60346,284,91
1,2.60684,285,91
1,2.61076,285,92
1,2.6148,285,92
1,2.61852,285,92
1,2.62198,284,92
1,2.62525,284,92
1,2.6283,284,91
1,2.63125,284,91
1,2.63391,284,90
1,2.63629,285,89
1,2.63648,287,73
1,2.63785,288,81
1,2.63997,311,86
1,2.64326,338,87
1,2.64603,338,88
1,2.64915,323,89
1,2.65231,317,89
1,2.65544,317,90
1,2.65894,315,90
1,2.66189,313,90
1,2.66335,315,88
1,2.66456,321,89
1,2.66747,349,90
1,2.671,354,91
1,2.6749,354,91
1,2.67888,342,91
1,2.6828,331,91
1,2.68648,321,91
1,2.6908,315,92
1,2.69455,312,91
1,2.69821,306,90
1,2.7019,305,89
1,2.70537,304,89
1,2.70868,302,89
1,2.71267,302,89
1,2.7166,302,89
1,2.72037,301,89
1,2.72402,299,89
1,2.72768,297,89
1,2.73158,296,89
1,2.73508,294,89
1,2.73877,291,90
1,2.74233,290,90
1,2.74581,290,89
1,2.74953,290,89
1,2.75317,290,89
1,2.75682,289,90
1,2.76006,287,90
1,2.7636,287,90
1,2.76741,288,90
1,2.77137,288,89
1,2.77462,284,89
1,2.77794,284,89
1,2.78174,284,89
1,2.78543,284,89
1,2.789,282,89
1,2.79258,281,89
1,2.79602,281,89
1,2.79967,281,90
1,2.80308,281,90
1,2.80691,281,89
1,2.81013,280,89
1,2.81384,281,89
1,2.81671,281,88
1,2.81992,281,88
1,2.82295,283,87
1,2.82532,284,86
1,2.82843,287,84
1,2.83137,290,84
1,2.83455,293,83
1,2.83799,295,83
1,2.84069,296,83
1,2.84427,297,83
1,2.84735,299,83
1,2.85047,299,83
1,2.85414,300,83
1,2.85735,301,83
1,2.86034,301,83
1,2.86328,302,83
1,2.86602,303,83
1,2.86927,305,83
1,2.87216,305,83
1,2.87498,306,83
1,2.87812,306,83
1,2.88095,308,83
1,2.88384,308,83
1,2.88654,309,84
1,2.88926,310,85
1,2.89222,311,85
1,2.89477,312,85
1,2.89795,313,85
1,2.90099,314,84
1,2.90415,314,84
1,2.90698,314,84
1,2.90965,314,83
1,2.91271,315,83
1,2.91566,316,83
1,2.91811,317,83
1,2.9212,317,82
1,2.92409,319,82
1,2.92691,319,82
1,2.93003,320,82
1,2.9329,321,82
1,2.93568,321,82
1,2.93849,321,82
1,2.94119,322,82
1,2.94381,323,82
1,2.94637,324,82
1,2.94927,325,82
1,2.95182,326,82
1,2.95448,326,82
1,2.9567,327,82
1,2.95952,328,82
1,2.96189,330,82
1,2.96439,331,82
1,2.96737,332,82
1,2.96992,335,82
1,2.97239,337,82
1,2.97544,342,82
1,2.97862,346,82
1,2.98197,346,82
1,2.98501,342,82
1,2.98828,339,82
1,2.9917,338,82
1,2.99437,334,82
1,2.99769,334,82
1,3.00105,332,83
1,3.00371,332,83
1,3.00681,332,83
1,3.01,334,82
1,3.01289,337,82
1,3.01624,338,82
1,3.01886,340,82
1,3.02207,342,82
1,3.02484,340,82
1,3.02727,340,82
1,3.0303,340,82
1,3.03315,344,82
1,3.03668,344,82
1,3.04015,344,82
1,3.0425,338,82
1,3.04576,338,82
1,3.04829,337,82
1,3.05086,339,82
1,3.05355,339,82
1,3.05589,341,82
1,3.05858,341,82
1,3.0613,344,82
1,3.06369,345,82
1,3.06633,346,82
1,3.06878,347,82
1,3.07105,348,82
1,3.07437,349,82
1,3.07685,350,82
1,3.07958,351,82
1,3.08239,351,82
1,3.08514,351,82
1,3.08845,352,82
1,3.09165,352,82
1,3.09455,352,82
1,3.09779,351,82
1,3.10073,351,82
1,3.10366,351,82
1,3.10664,351,82
1,3.10874,351,82
1,3.11149,351,82
1,3.11457,352,82
1,3.11745,352,82
1,3.12053,352,82
1,3.1236,352,82
1,3.12681,351,82
1,3.13012,351,82
1,3.13274,351,82
1,3.13573,351,82
1,3.13916,350,82
1,3.14196,350,83
1,3.14488,350,83
1,3.14792,350,82
1,3.15055,349,82
1,3.15318,349,82
1,3.15583,350,82
1,3.15843,350,82
1,3.16114,350,82
1,3.16366,351,82
1,3.16689,351,82
1,3.16933,351,82
1,3.17201,352,82
1,3.17509,352,82
1,3.17722,352,82
1,3.18024,352,82
1,3.18321,354,82
1,3.18599,354,82
1,3.1886,354,82
1,3.19123,354,82
1,3.194,355,82
1,3.19668,355,82
1,3.19966,356,82
1,3.20234,356,82
1,3.20555,356,82
1,3.20828,356,82
1,3.2114,356,82
1,3.21451,356,82
1,3.21725,356,82
1,3.22,356,82
1,3.22236,356,82
1,3.22479,356,82
1,3.2283,357,82
1,3.23087,357,82
1,3.23408,357,82
1,3.23731,356,82
1,3.23982,356,82
1,3.24296,356,82
1,3.24671,356,82
1,3.2499,356,82
1,3.25315,354,83
1,3.25566,354,83
1,3.25892,354,82
1,3.26168,352,82
1,3.26378,352,82
1,3.2669,352,82
1,3.26983,352,82
1,3.27214,352,82
1,3.27526,352,82
1,3.27797,354,82
1,3.28091,354,82
1,3.28398,354,82
1,3.28692,354,82
1,3.28983,354,82
1,3.29246,354,82
1,3.29522,354,82
1,3.29791,354,82
1,3.30041,354,82
1,3.30286,354,82
1,3.30592,355,82
1,3.309,355,82
1,3.31205,355,82
1,3.31472,355,82
1,3.31728,355,82
1,3.32032,355,82
1,3.3229,355,82
1,3.32563,355,82
1,3.32855,355,82
1,3.33124,356,82
1,3.33433,356,82
1,3.33728,356,82
1,3.33959,356,82
1,3.34234,356,82
1,3.34454,356,82
1,3.34737,356,82
1,3.35076,357,82
1,3.35342,357,82
1,3.35692,357,82
1,3.36028,357,82
1,3.36319,356,82
1,3.36626,356,82
1,3.36969,355,82
1,3.37279,355,82
1,3.37574,354,83
1,3.37855,354,85
1,3.38138,354,86
1,3.38399,352,86
1,3.38739,352,86
1,3.39039,352,87
1,3.3943,352,87
1,3.39741,351,86
1,3.40093,348,86
1,3.40386,347,87
1,3.40691,345,87
1,3.41077,345,88
1,3.41445,344,89
1,3.4179,341,89
1,3.42143,339,88
1,3.42463,338,87
1,3.42755,335,86
1,3.43101,332,86
1,3.43449,331,86
1,3.43828,324,85
1,3.44198,321,85
1,3.44514,316,85
1,3.44923,313,85
1,3.45264,312,85
1,3.45619,304,85
1,3.45928,304,84
1,3.46228,304,84
1,3.46576,307,84
1,3.46926,307,84
1,3.47293,306,85
1,3.4765,303,86
1,3.47982,299,87
1,3.48315,298,88
1,3.48653,298,88
1,3.48968,298,88
1,3.4932,298,87
1,3.49681,297,87
1,3.50005,296,86
1,3.50367,294,86
1,3.50704,293,88
1,3.51105,293,89
1,3.51487,292,89
1,3.51815,287,89
1,3.52115,287,88
1,3.52434,287,87
1,3.52837,290,86
1,3.53166,290,85
1,3.53568,290,85
1,3.53898,289,85
1,3.54221,288,84
1,3.54575,288,84
1,3.54897,290,84
1,3.55247,290,84
1,3.55588,292,84
1,3.55906,293,84
1,3.56228,293,84
1,3.56545,294,84
1,3.56885,294,84
1,3.5721,294,84
1,3.57546,294,84
1,3.5788,294,84
1,3.58209,295,84
1,3.58595,294,84
1,3.58937,294,84
1,3.5928,294,84
1,3.5963,294,84
1,3.59994,294,84
1,3.60351,293,84
1,3.60706,293,84
1,3.61009,292,84
1,3.6133,292,84
1,3.6164,292,84
1,3.6193,292,84
1,3.62249,293,84
1,3.62573,294,84
1,3.62905,294,84
1,3.63251,294,84
1,3.63578,294,84
1,3.63865,294,84
1,3.64183,294,84
1,3.6451,294,84
1,3.64856,295,84
1,3.65191,295,84
1,3.65518,295,84
1,3.65809,295,84
1,3.66128,295,84
1,3.6642,296,84
1,3.66751,296,84
1,3.67037,297,84
1,3.67335,297,84
1,3.67667,298,84
1,3.67993,298,84
