Duration,Distance,Pace,Cadence
1,3.68344,299,84
1,3.68704,299,84
1,3.69032,299,84
1,3.69396,299,84
1,3.69729,299,84
1,3.70059,298,84
1,3.70398,298,84
1,3.70683,298,84
1,3.71017,298,83
1,3.71319,299,84
1,3.7169,299,84
1,3.72019,299,84
1,3.72323,299,84
1,3.72664,299,84
1,3.72943,299,84
1,3.73224,299,84
1,3.73504,300,84
1,3.73791,300,84
1,3.74169,301,84
1,3.74527,302,84
1,3.74915,302,84
1,3.75258,301,84
1,3.75603,301,84
1,3.75917,301,83
1,3.76255,301,83
1,3.76566,301,84
1,3.76893,301,84
1,3.77169,301,84
1,3.77463,301,84
1,3.77768,302,84
1,3.78129,302,84
1,3.78487,303,84
1,3.78794,303,84
1,3.79131,303,84
1,3.79481,303,84
1,3.79809,303,84
1,3.80154,303,84
1,3.80421,303,84
1,3.80752,303,84
1,3.81016,303,84
1,3.81332,303,84
1,3.81668,304,84
1,3.81961,304,84
1,3.82289,305,84
1,3.82627,305,84
1,3.82966,305,84
1,3.83259,305,84
1,3.8357,305,84
1,3.83899,305,84
1,3.84202,305,84
1,3.84575,305,84
1,3.84916,305,84
1,3.85246,305,84
1,3.85613,305,84
1,3.85921,305,84
1,3.86291,305,84
1,3.86616,305,84
1,3.86925,305,84
1,3.87277,305,84
1,3.87592,305,84
1,3.87948,305,84
1,3.88265,305,84
1,3.88563,305,84
1,3.88927,305,84
1,3.89233,305,84
1,3.89545,305,84
1,3.89864,305,84
1,3.90165,305,84
1,3.90525,305,84
1,3.90841,305,84
1,3.91141,305,84
1,3.91465,305,84
1,3.91767,306,84
1,3.921,306,84
1,3.92398,306,84
1,3.9274,306,84
1,3.93061,307,84
1,3.93371,307,84
1,3.93722,307,85
1,3.94051,307,85
1,3.94416,307,86
1,3.94724,307,86
1,3.95091,307,86
1,3.95408,307,86
1,3.95725,306,86
1,3.96025,306,86
1,3.96358,306,86
1,3.9666,307,86
1,3.96978,307,87
1,3.97324,307,88
1,3.97701,307,89
1,3.98094,307,89
1,3.9852,306,90
1,3.98887,305,90
1,3.99244,302,90
1,3.99593,301,90
1,4.00001,300,90
1,4.00357,300,90
1,4.00731,299,90
1,4.01118,298,90
1,4.01498,298,90
1,4.01862,297,90
1,4.02283,296,90
1,4.02708,295,90
1,4.03099,294,90
1,4.03488,292,90
1,4.03865,290,90
1,4.0422,287,90
1,4.04589,284,90
1,4.0494,284,90
1,4.05327,281,90
1,4.05703,281,90
1,4.0608,278,90
1,4.06422,278,90
1,4.06767,278,90
1,4.07075,278,90
1,4.0746,279,90
1,4.07825,279,90
1,4.08223,279,90
1,4.08573,278,90
1,4.08962,275,90
1,4.09308,275,90
1,4.09686,275,90
1,4.10033,273,90
1,4.10376,274,90
1,4.10735,274,90
1,4.11102,275,90
1,4.11449,275,90
1,4.11864,275,90
1,4.12218,275,90
1,4.12601,273,90
1,4.1296,272,90
1,4.13344,272,90
1,4.13718,272,90
1,4.14095,271,90
1,4.14399,271,90
1,4.1475,271,90
1,4.15112,272,90
1,4.15505,273,90
1,4.15879,273,90
1,4.1622,272,90
1,4.1655,272,90
1,4.16918,272,90
1,4.17302,273,90
1,4.17675,273,90
1,4.18049,272,90
1,4.18425,272,90
1,4.18761,272,90
1,4.19179,272,90
1,4.19533,272,90
1,4.19904,271,90
1,4.20279,271,90
1,4.20688,271,90
1,4.21037,271,90
1,4.21449,271,89
1,4.21809,271,89
1,4.22176,270,89
1,4.22506,270,90
1,4.22885,270,90
1,4.23244,270,90
1,4.23633,271,90
1,4.23939,270,90
1,4.24303,271,90
1,4.24661,271,90
1,4.25066,271,90
1,4.25426,271,90
1,4.25815,271,90
1,4.2619,271,90
1,4.26594,271,90
1,4.26919,271,90
1,4.2732,271,90
1,4.27658,270,90
1,4.28018,270,90
1,4.28376,270,90
1,4.28785,270,90
1,4.29176,270,90
1,4.29553,270,90
1,4.2986,270,90
1,4.30236,270,90
1,4.30588,270,90
1,4.30969,270,90
1,4.31324,270,90
1,4.31701,270,90
1,4.3208,270,90
1,4.32451,270,90
1,4.32824,270,90
1,4.3323,270,90
1,4.33563,270,90
1,4.33892,270,90
1,4.34232,270,90
1,4.34638,270,90
1,4.35019,270,90
1,4.354,270,90
1,4.35647,270,90
1,4.36063,270,90
1,4.36424,270,90
1,4.36824,270,90
1,4.37171,271,90
1,4.37565,270,90
1,4.37938,270,90
1,4.38322,270,90
1,4.38658,270,90
1,4.38992,270,90
1,4.39365,270,90
1,4.39755,270,90
1,4.40119,270,90
1,4.40513,270,90
1,4.40898,270,90
1,4.41263,270,90
1,4.41605,270,90
1,4.41981,270,90
1,4.42356,270,90
1,4.42718,270,90
1,4.43052,270,90
1,4.43414,270,90
1,4.43707,270,90
1,4.44078,270,90
1,4.44428,271,90
1,4.44765,271,90
1,4.45118,271,90
1,4.45497,271,90
1,4.45824,271,90
1,4.46207,271,90
1,4.46622,272,90
1,4.47015,272,90
1,4.47379,271,90
1,4.47767,271,90
1,4.48104,271,90
1,4.48505,271,90
1,4.48881,271,90
1,4.49301,271,90
1,4.49649,271,90
1,4.50025,271,90
1,4.50307,271,90
1,4.50705,271,90
1,4.51081,271,90
1,4.51474,271,90
1,4.51783,271,90
1,4.52177,271,90
1,4.52548,271,90
1,4.52894,271,89
1,4.53116,271,89
1,4.53407,271,90
1,4.53754,273,90
1,4.5412,274,90
1,4.54487,274,90
1,4.54924,274,90
1,4.55266,274,90
1,4.55672,274,90
1,4.56031,274,91
1,4.56355,273,91
1,4.56684,274,90
1,4.57073,274,90
1,4.57423,274,90
1,4.57854,274,90
1,4.58232,274,90
1,4.58611,273,90
1,4.58909,273,90
1,4.59276,273,90
1,4.59617,274,90
1,4.59981,274,90
1,4.6028,274,90
1,4.60662,274,90
1,4.60964,275,90
1,4.61364,275,90
1,4.61674,275,90
1,4.62034,275,90
1,4.62351,275,90
1,4.62684,275,90
1,4.63009,276,90
1,4.63418,277,90
1,4.63774,277,90
1,4.64146,277,90
1,4.64503,277,90
1,4.64884,277,90
1,4.65193,277,90
1,4.65565,277,90
1,4.65934,278,90
1,4.6629,278,90
1,4.6668,278,89
1,4.66986,278,89
1,4.67339,278,89
1,4.677,278,90
1,4.68017,278,90
1,4.68341,278,89
1,4.68664,278,89
1,4.68978,279,89
1,4.69298,280,89
1,4.69594,281,88
1,4.69902,281,87
1,4.70194,282,86
1,4.70538,283,86
1,4.70885,285,85
1,4.71203,286,85
1,4.71533,287,85
1,4.7183,287,85
1,4.7216,288,85
1,4.72487,289,85
1,4.72828,290,85
1,4.73204,290,85
1,4.73554,290,84
1,4.73908,290,84
1,4.7421,290,84
1,4.74488,290,84
1,4.74788,291,84
1,4.75113,293,84
1,4.75492,294,84
1,4.75797,294,84
1,4.76123,294,84
1,4.76442,294,84
1,4.7673,295,84
1,4.77057,296,84
1,4.77358,297,84
1,4.77667,298,85
1,4.77981,299,84
1,4.78309,299,84
1,4.78635,299,84
1,4.78918,300,84
1,4.79226,300,84
1,4.79548,302,84
1,4.79796,303,84
1,4.80111,303,84
1,4.80401,305,84
1,4.80728,305,84
1,4.81038,306,85
1,4.81322,306,85
1,4.81612,307,84
1,4.81839,308,84
1,4.82185,309,84
1,4.82494,312,84
1,4.8281,312,84
1,4.83135,312,84
1,4.83385,313,84
1,4.83602,313,84
1,4.8394,314,84
1,4.84257,317,84
1,4.84593,317,84
1,4.84868,317,84
1,4.85214,318,84
1,4.85555,318,84
1,4.85864,318,84
1,4.86152,318,84
1,4.86412,319,84
1,4.86687,319,84
1,4.86964,320,84
1,4.87268,321,84
1,4.87576,322,84
1,4.87871,323,84
1,4.88198,323,84
1,4.8848,324,84
1,4.88791,324,84
1,4.89117,325,84
1,4.89371,325,85
1,4.89688,325,85
1,4.89961,326,84
1,4.90292,327,84
1,4.90598,327,84
1,4.90925,327,84
1,4.91256,328,84
1,4.91507,328,84
1,4.91853,328,84
1,4.92155,328,84
1,4.92436,329,84
1,4.92742,329,84
1,4.93033,329,84
1,4.93379,330,84
1,4.93683,330,84
1,4.93948,330,84
1,4.9423,330,84
1,4.94525,331,84
1,4.94844,332,84
1,4.95141,332,84
1,4.95459,332,85
1,4.95789,332,84
1,4.96077,332,84
1,4.96368,332,84
1,4.96639,333,84
1,4.96959,333,85
1,4.97269,334,85
1,4.97558,334,84
1,4.97911,334,84
1,4.98235,334,84
1,4.98579,334,84
1,4.9888,334,84
1,4.99192,334,84
1,4.99516,333,84
1,4.99802,333,84
1,5.00105,333,85
1,5.0037,334,85
1,5.00677,334,84
1,5.00993,334,84
1,5.01251,334,84
1,5.01554,334,84
1,5.0183,335,85
1,5.02101,335,84
1,5.02402,336,84
1,5.02678,336,84
1,5.0301,337,84
1,5.03315,337,84
1,5.03613,337,84
1,5.03906,337,84
1,5.042,337,84
1,5.04582,338,85
1,5.0487,338,85
1,5.05195,337,84
1,5.05497,337,84
1,5.05785,337,84
1,5.0609,337,84
1,5.06345,338,85
1,5.0665,338,85
1,5.06954,338,84
1,5.07243,339,84
1,5.07554,339,84
1,5.07817,339,84
1,5.08125,339,84
1,5.08415,340,84
1,5.08734,340,84
1,5.09074,340,84
1,5.09356,340,85
1,5.09707,340,84
1,5.10025,339,84
1,5.10321,339,84
1,5.10658,339,84
1,5.10933,339,84
1,5.11235,339,84
1,5.11498,339,84
1,5.1185,339,84
1,5.12162,339,84
1,5.12464,339,84
1,5.12794,339,84
1,5.13086,339,84
1,5.1343,339,85
1,5.13738,339,85
1,5.14003,338,85
1,5.14328,338,85
1,5.14638,338,85
1,5.14949,339,85
1,5.15228,338,85
1,5.15563,338,85
1,5.15893,338,85
1,5.16175,338,85
1,5.16516,338,86
1,5.16772,338,86
1,5.17057,338,87
1,5.17305,338,87
1,5.17631,338,87
1,5.1794,339,87
1,5.1829,339,87
1,5.18589,339,87
1,5.18903,338,86
1,5.19212,338,86
1,5.1951,338,86
1,5.19808,338,86
1,5.20117,338,86
1,5.20412,338,86
1,5.20693,338,85
1,5.20984,337,85
1,5.21358,338,85
1,5.21646,338,85
1,5.21972,337,85
1,5.2228,337,85
1,5.22599,337,85
1,5.22905,337,84
1,5.23155,337,84
1,5.23456,337,85
1,5.23777,337,85
1,5.24088,337,85
1,5.24384,337,85
1,5.24634,337,85
1,5.24944,337,85
1,5.25237,338,85
1,5.25506,338,85
1,5.25815,338,85
1,5.2612,338,85
1,5.26449,338,84
1,5.26746,338,84
1,5.27071,338,84
1,5.27412,338,84
1,5.27754,338,84
1,5.28104,338,85
1,5.28426,337,85
1,5.28722,337,85
1,5.29028,336,85
1,5.29291,336,85
1,5.29613,336,85
1,5.29872,336,85
1,5.30182,336,85
1,5.3048,336,85
1,5.30858,336,85
1,5.31152,336,85
1,5.31499,336,86
1,5.31866,336,86
1,5.3214,335,85
1,5.32446,335,85
1,5.32721,335,85
1,5.33033,334,85
1,5.33356,335,84
1,5.33692,334,84
1,5.34,334,85
1,5.34287,334,85
1,5.34594,334,85
1,5.34929,334,85
1,5.35223,334,85
1,5.35554,333,86
1,5.35816,333,86
1,5.36121,333,86
1,5.36428,333,86
1,5.36722,333,86
1,5.37026,333,87
1,5.37339,333,87
1,5.37657,333,87
1,5.37958,333,87
1,5.383,333,86
1,5.38594,333,86
1,5.38942,332,87
1,5.39249,332,88
1,5.39603,332,89
1,5.39958,331,89
1,5.40332,330,90
1,5.4066,329,90
1,5.41005,327,90
1,5.4135,327,90
1,5.41706,326,90
1,5.4204,325,90
1,5.42381,324,91
1,5.42676,323,91
1,5.43008,322,91
1,5.43322,322,91
1,5.43676,321,91
1,5.44046,321,91
1,5.44432,320,91
1,5.44814,319,91
1,5.4514,318,91
1,5.45478,317,91
1,5.4582,316,90
1,5.46193,316,91
1,5.46551,315,91
1,5.46948,314,91
1,5.47278,313,91
1,5.47627,312,91
1,5.47986,312,91
1,5.48325,311,90
1,5.48672,310,90
1,5.49039,310,90
1,5.49405,309,90
1,5.4977,308,91
1,5.5009,307,91
1,5.50481,306,91
1,5.50812,306,91
1,5.51174,305,91
1,5.51529,305,91
1,5.51918,304,91
1,5.52275,304,90
1,5.52708,303,91
1,5.53034,302,91
1,5.53358,300,90
1,5.53661,300,90
1,5.54022,299,90
1,5.5433,299,91
1,5.54653,299,91
1,5.54983,299,91
1,5.55373,299,91
1,5.55733,299,91
1,5.5613,298,90
1,5.56469,298,90
1,5.56833,297,91
1,5.57166,296,91
1,5.57514,296,90
1,5.57816,295,90
1,5.58174,295,90
1,5.58542,295,90
1,5.58967,295,90
1,5.59291,294,90
1,5.5968,294,90
1,5.60009,293,90
1,5.60386,293,90
1,5.60708,293,91
1,5.61046,292,91
1,5.61415,292,91
1,5.61761,292,91
1,5.62099,291,91
1,5.62401,291,91
1,5.62734,291,91
1,5.63079,291,91
1,5.63415,291,90
1,5.63769,291,91
1,5.64136,290,91
1,5.64472,290,91
1,5.64829,290,91
1,5.65195,290,91
1,5.65574,290,91
1,5.65903,290,90
1,5.66231,289,90
1,5.66571,289,90
1,5.66963,289,91
1,5.67313,289,91
1,5.67687,288,91
1,5.68075,288,91
1,5.68442,287,91
1,5.68804,287,90
1,5.69138,287,90
1,5.69468,287,90
1,5.69895,287,90
1,5.70237,287,90
1,5.70607,285,91
1,5.70944,285,91
1,5.71319,285,90
1,5.71672,285,91
1,5.72006,284,91
1,5.72331,284,91
1,5.72702,284,91
1,5.73051,284,91
1,5.73408,284,91
1,5.73741,284,91
1,5.7412,284,90
1,5.74443,284,90
1,5.74809,284,91
1,5.75135,284,91
1,5.75489,284,90
1,5.75834,284,90
1,5.76184,284,90
1,5.76506,284,90
1,5.76892,284,91
1,5.77191,284,91
1,5.77587,284,91
1,5.77927,283,91
1,5.78299,283,91
1,5.78602,283,91
1,5.78951,283,91
1,5.79292,283,91
1,5.79657,283,91
1,5.79966,283,91
1,5.80319,283,91
1,5.80715,283,91
1,5.81106,283,91
1,5.81497,283,91
1,5.81841,282,91
1,5.82169,281,91
1,5.8251,281,91
1,5.8287,282,91
1,5.83236,282,91
1,5.83595,281,91
1,5.8394,281,91
1,5.84272,281,91
1,5.8462,281,91
1,5.84984,281,91
1,5.85332,281,91
1,5.8566,281,91
1,5.85974,281,91
1,5.86305,281,91
1,5.86648,281,90
1,5.8702,282,90
1,5.87368,282,91
1,5.87727,282,91
1,5.88089,282,91
1,5.88437,282,91
1,5.88773,282,91
1,5.89144,282,91
1,5.89472,282,91
1,5.89847,282,91
1,5.90171,281,90
1,5.90601,282,90
1,5.90982,281,90
1,5.91371,281,91
1,5.91677,281,91
1,5.9203,281,91
1,5.92347,281,91
1,5.92755,281,91
1,5.93075,281,91
1,5.9347,281,91
1,5.93819,281,91
1,5.94231,280,91
1,5.94586,280,91
1,5.94908,280,91
1,5.9523,280,90
1,5.95562,280,90
1,5.95892,280,91
1,5.96261,280,91
1,5.96609,280,91
1,5.97024,280,91
1,5.9738,280,91
1,5.97721,280,91
1,5.98067,280,91
1,5.98419,280,91
1,5.98794,280,91
1,5.9914,280,91
1,5.99466,279,91
1,5.998,279,91
1,6.00133,280,90
1,6.00497,280,90
1,6.00833,280,91
1,6.01188,280,91
1,6.01538,281,91
1,6.01887,281,90
1,6.02222,281,90
1,6.02591,281,90
1,6.02905,281,90
1,6.03236,281,90
1,6.03606,281,91
1,6.03985,281,91
1,6.04358,281,91
1,6.04721,281,91
1,6.05072,281,91
1,6.05415,281,91
1,6.05796,281,91
1,6.06133,281,91
1,6.0653,281,91
1,6.06875,281,90
1,6.07281,280,90
1,6.07635,280,90
1,6.07983,280,90
1,6.08317,280,91
1,6.08674,280,91
1,6.09041,280,91
1,6.09425,280,91
1,6.09723,279,91
1,6.10087,279,91
1,6.10429,279,91
1,6.10753,279,91
1,6.11084,279,91
1,6.11459,280,91
1,6.11782,280,91
1,6.12185,280,91
1,6.12558,280,91
1,6.12941,280,91
1,6.13265,280,91
1,6.13629,280,90
1,6.13987,279,90
1,6.14387,279,90
1,6.14708,279,90
1,6.15052,279,90
1,6.15385,279,91
1,6.1577,279,91
1,6.16147,279,91
1,6.16485,279,91
1,6.16815,279,91
1,6.17194,279,91
1,6.17555,279,91
1,6.17921,279,90
1,6.18279,279,90
1,6.18647,279,90
1,6.18976,279,90
1,6.19325,279,90
1,6.19642,279,90
1,6.19989,279,90
1,6.20311,280,91
1,6.20666,280,92
1,6.20978,280,91
1,6.21301,281,90
1,6.21625,281,89
1,6.21921,281,89
1,6.2222,282,89
1,6.22534,283,89
1,6.228,284,89
1,6.23109,285,89
1,6.23408,287,88
1,6.23673,287,87
1,6.23988,288,87
1,6.24263,292,87
1,6.24582,294,87
1,6.24884,300,86
1,6.25226,303,86
1,6.25533,304,85
1,6.25834,305,86
1,6.26159,306,86
1,6.26444,307,86
1,6.26785,308,86
1,6.27049,310,86
1,6.27298,312,85
1,6.27563,317,85
1,6.27824,323,85
1,6.28172,326,85
1,6.284,326,85
1,6.28733,330,85
1,6.29063,327,84
1,6.29391,327,84
1,6.29773,323,85
1,6.30098,321,86
1,6.30425,314,86
1,6.3068,314,86
1,6.30956,314,86
1,6.31238,321,86
1,6.31492,325,85
1,6.31783,327,85
1,6.32003,330,85
1,6.32314,331,85
1,6.32612,334,85
1,6.32918,334,85
1,6.3322,334,85
1,6.33528,334,86
1,6.339,334,86
1,6.34216,334,86
1,6.34582,331,86
1,6.34876,331,86
1,6.35162,329,86
1,6.35483,329,86
1,6.3581,330,86
1,6.36117,330,87
1,6.36416,330,87
1,6.36718,329,87
1,6.3697,329,86
1,6.37298,329,86
1,6.37621,330,85
1,6.37713,330,85
1,6.37906,330,85
1,6.38128,333,85
1,6.38441,335,85
1,6.38722,337,85
1,6.39012,337,85
1,6.3934,338,85
1,6.39649,338,85
1,6.40018,338,85
1,6.40305,338,85
1,6.40555,337,85
1,6.40815,337,84
1,6.40815,338,84
1,6.40971,339,84
1,6.41218,340,85
1,6.4153,342,86
1,6.41864,345,86
1,6.42162,345,86
1,6.42471,339,86
1,6.4282,339,86
1,6.43175,339,86
1,6.43473,335,86
1,6.43817,335,86
1,6.44061,332,86
1,6.44363,335,86
1,6.44649,338,85
1,6.44967,338,85
1,6.45283,339,85
1,6.45542,339,86
1,6.4581,339,85
1,6.46063,345,85
1,6.46371,349,85
1,6.46689,351,84
1,6.46986,351,84
1,6.47261,347,85
1,6.47514,347,85
1,6.47844,350,85
1,6.4814,350,85
1,6.48435,349,85
1,6.4873,348,87
1,6.48984,348,87
1,6.49193,351,87
1,6.49433,357,86
1,6.4965,365,86
1,6.49895,366,86
1,6.50163,368,86
1,6.50414,370,86
1,6.50665,371,86
1,6.50934,372,85
1,6.51218,372,85
1,6.51529,373,85
1,6.51838,372,85
1,6.52133,370,85
1,6.5248,368,85
1,6.52766,367,85
1,6.5307,365,85
1,6.53373,363,84
1,6.53681,362,84
1,6.53977,361,85
1,6.5428,360,85
1,6.54572,360,86
1,6.54851,358,86
1,6.5517,358,86
1,6.55443,358,86
1,6.55726,357,86
1,6.56012,357,86
1,6.56256,357,85
1,6.56551,357,85
1,6.56823,357,85
1,6.57137,357,85
1,6.57405,357,85
1,6.57696,357,85
1,6.57982,357,85
1,6.5824,357,85
1,6.58503,357,85
1,6.58684,357,85
1,6.58957,358,85
1,6.59235,361,84
1,6.59563,361,84
1,6.59803,361,84
1,6.60047,361,85
1,6.60393,361,85
1,6.60677,361,85
1,6.60961,361,85
1,6.61241,361,85
1,6.61568,361,85
1,6.61907,361,85
1,6.62187,360,85
1,6.62496,358,85
1,6.62726,358,85
1,6.63002,358,85
1,6.63328,360,86
1,6.63648,360,85
1,6.63956,358,85
1,6.6422,357,84
1,6.64482,357,84
1,6.64827,357,84
1,6.65069,357,84
1,6.65368,357,84
1,6.65671,357,84
1,6.65943,357,84
1,6.6624,357,84
1,6.66527,356,84
1,6.66775,356,84
1,6.66963,356,84
1,6.67233,357,84
1,6.67567,358,84
1,6.67864,358,83
1,6.68145,358,83
1,6.68425,358,84
1,6.68637,358,84
1,6.68883,358,84
1,6.69128,360,84
1,6.69416,360,84
1,6.69693,361,84
1,6.69974,361,84
1,6.70264,361,84
1,6.70543,361,84
1,6.70791,361,85
1,6.71191,361,87
1,6.71559,361,87
1,6.71839,358,87
1,6.72159,356,87
1,6.72446,355,87
1,6.72649,354,86
1,6.72955,354,86
1,6.73201,355,85
1,6.73452,356,85
1,6.73689,356,85
1,6.73912,356,85
1,6.7414,357,85
1,6.74357,357,85
1,6.74567,358,84
1,6.74567,358,84
1,6.74875,360,85
1,6.75178,361,85
1,6.76225,361,85
1,6.76874,360,85
1,6.77513,347,85
1,6.77971,330,85
1,6.78417,271,85
1,6.7881,247,85
1,6.79149,247,84
1,6.79506,260,84
1,6.79816,281,84
1,6.80168,282,85
1,6.80482,295,84
1,6.80837,298,85
1,6.81195,297,85
1,6.81487,297,85
1,6.81729,298,84
1,6.82026,302,84
1,6.82369,313,84
1,6.82751,314,84
1,6.83155,314,84
1,6.83514,309,85
1,6.83819,303,85
1,6.84155,301,84
1,6.84457,301,84
1,6.84786,301,84
1,6.85102,302,84
1,6.85425,302,84
1,6.8572,303,84
1,6.85977,304,85
1,6.86261,309,86
1,6.8661,318,86
1,6.86964,318,87
1,6.8725,314,86
1,6.87587,313,86
1,6.87905,313,86
1,6.88223,313,85
1,6.88545,313,85
1,6.88769,314,85
1,6.89059,315,85
1,6.89404,320,85
1,6.89726,320,85
1,6.90022,320,85
1,6.90293,320,84
1,6.90624,321,84
1,6.9096,322,84
1,6.91232,323,84
1,6.91582,323,84
1,6.91894,323,84
1,6.92268,323,84
1,6.9258,323,84
1,6.92827,321,84
1,6.93152,321,84
1,6.93405,323,84
1,6.93741,323,84
1,6.94021,324,84
1,6.94303,325,84
1,6.94634,325,84
1,6.94938,326,85
1,6.95262,326,86
1,6.95605,326,87
1,6.95924,326,86
1,6.96201,325,86
1,6.96531,325,86
1,6.9684,325,86
1,6.97144,325,85
1,6.97489,325,85
1,6.97805,325,84
1,6.98188,324,84
1,6.98467,324,84
1,6.98737,323,84
1,6.99054,323,85
1,6.99399,324,85
1,6.99724,324,85
1,7.00005,323,85
1,7.00306,323,85
1,7.00638,324,84
1,7.00954,324,84
1,7.01314,324,84
1,7.0157,323,84
1,7.01869,323,84
1,7.02107,324,84
1,7.02428,324,84
1,7.02767,325,84
1,7.03133,325,84
1,7.03455,324,85
1,7.03781,324,85
1,7.04141,324,85
1,7.04469,324,85
1,7.04714,323,85
1,7.05079,323,85
1,7.05276,323,86
1,7.05556,324,87
1,7.05767,325,87
1,7.06054,325,87
1,7.06404,327,86
1,7.06643,327,86
1,7.07002,328,85
1,7.07332,328,85
1,7.07702,328,85
1,7.0801,328,85
1,7.08263,327,85
1,7.08627,327,85
1,7.08954,327,85
1,7.09379,327,85
1,7.09682,327,85
1,7.10055,324,84
1,7.10386,324,85
1,7.1064,323,85
1,7.11043,323,86
1,7.11383,322,86
1,7.11787,322,86
1,7.12101,321,86
1,7.12383,319,86
1,7.12696,319,86
1,7.12996,319,86
1,7.13334,319,85
1,7.13637,319,85
1,7.14019,319,85
1,7.14355,319,85
1,7.14666,318,84
1,7.14966,318,85
1,7.15285,318,85
1,7.15653,318,85
1,7.1598,318,85
1,7.16367,317,85
1,7.16722,317,84
1,7.17025,316,84
1,7.17358,315,84
1,7.17662,315,85
1,7.18025,315,86
1,7.18354,314,87
1,7.18724,314,88
1,7.19033,313,87
1,7.19389,312,87
1,7.19694,311,86
1,7.19997,310,86
1,7.20337,310,86
1,7.20636,310,86
1,7.20978,311,86
1,7.21262,310,86
1,7.21638,311,86
1,7.21966,310,86
1,7.22293,310,87
1,7.22612,310,87
1,7.2295,309,88
1,7.23338,309,88
1,7.23677,309,88
1,7.2402,307,88
1,7.24313,306,88
1,7.24703,306,87
1,7.25012,306,87
1,7.25356,305,86
1,7.25681,305,86
1,7.26019,305,86
1,7.2637,305,85
1,7.26694,305,84
1,7.27019,305,84
1,7.27339,305,84
1,7.27655,305,84
1,7.2805,305,84
1,7.2836,305,84
1,7.28698,305,84
1,7.28977,305,84
1,7.29316,305,84
1,7.29664,305,85
1,7.30007,305,86
1,7.3032,305,87
1,7.30672,305,87
1,7.31015,305,88
1,7.3134,304,88
1,7.31716,304,88
1,7.32035,304,87
1,7.32374,302,87
1,7.32725,302,86
1,7.33047,302,86
1,7.33365,302,86
1,7.33648,302,86
1,7.33987,302,86
1,7.34309,303,86
1,7.34679,303,88
1,7.35023,303,89
1,7.3538,303,91
1,7.35759,302,92
1,7.36122,301,92
1,7.36542,299,92
1,7.36874,297,92
1,7.37262,294,92
1,7.37615,293,92
1,7.37925,291,92
1,7.38285,291,93
1,7.38681,290,92
1,7.39021,290,92
1,7.39371,289,92
1,7.39775,289,92
1,7.40193,289,92
1,7.40521,287,92
1,7.40901,286,92
1,7.4124,286,92
1,7.416,285,92
1,7.4198,285,92
1,7.42294,284,92
1,7.42672,284,92
1,7.43043,284,92
1,7.43424,284,92
1,7.4374,284,92
1,7.4408,284,92
1,7.44396,284,92
1,7.44761,284,92
1,7.4512,284,92
1,7.45456,284,92
1,7.45817,284,92
1,7.46149,284,92
1,7.46572,284,92
1,7.46953,284,92
1,7.4734,283,92
1,7.47693,282,92
1,7.48062,282,92
1,7.48366,281,92
1,7.48745,281,92
1,7.49076,281,92
1,7.49484,281,92
1,7.49829,281,92
1,7.50224,281,92
1,7.50618,281,92
1,7.50985,281,92
1,7.51386,280,92
1,7.51727,280,92
1,7.52151,279,93
1,7.52519,279,93
1,7.52916,278,92
1,7.5325,278,92
1,7.53599,277,92
1,7.53903,277,92
1,7.54273,277,92
1,7.54653,278,93
1,7.55007,277,92
1,7.55386,277,92
1,7.55749,277,92
1,7.56163,276,92
1,7.56553,276,92
1,7.5694,275,92
1,7.57276,275,92
1,7.57696,275,92
1,7.58036,275,92
1,7.58428,274,92
1,7.58776,274,92
1,7.59141,274,92
1,7.59502,274,92
1,7.59904,273,92
1,7.60271,273,92
1,7.606,273,93
1,7.60988,273,93
1,7.61347,273,92
1,7.61723,273,92
1,7.62051,273,92
1,7.62403,273,92
1,7.62751,273,92
1,7.63143,273,92
1,7.63511,273,92
1,7.63901,273,92
1,7.64288,273,92
1,7.64687,272,92
1,7.6506,272,92
1,7.65403,271,92
1,7.65797,271,92
1,7.66157,271,92
1,7.66527,271,92
1,7.66848,271,92
1,7.67194,271,92
1,7.67528,271,92
1,7.67899,271,92
1,7.68257,271,92
1,7.6863,271,92
1,7.69008,271,92
1,7.694,271,92
1,7.69771,271,92
1,7.70105,271,92
1,7.70491,271,92
1,7.7082,271,92
1,7.7121,271,92
1,7.71567,271,92
1,7.7194,271,92
1,7.72275,271,92
1,7.72698,271,92
1,7.73055,271,92
1,7.73426,271,92
1,7.73781,271,92
1,7.74169,271,92
1,7.74555,271,92
1,7.74918,270,92
1,7.75324,270,92
1,7.75609,270,92
1,7.75982,270,92
1,7.76286,270,92
1,7.7666,270,92
1,7.7702,271,92
1,7.77383,271,92
1,7.7767,271,92
1,7.77993,271,92
1,7.78351,271,92
1,7.78698,272,92
1,7.79013,272,92
1,7.79299,273,92
1,7.79624,273,92
1,7.79899,274,92
1,7.80283,275,92
1,7.80664,275,92
1,7.81093,275,92
1,7.81508,275,93
1,7.81895,275,92
1,7.82271,274,92
1,7.82667,274,92
1,7.83025,274,92
1,7.83385,273,92
1,7.83769,273,92
1,7.84118,273,92
1,7.84487,273,92
1,7.84829,273,92
1,7.85237,273,92
1,7.8557,273,92
1,7.85933,273,92
1,7.86284,273,92
1,7.8665,273,92
1,7.87011,273,92
1,7.87389,273,92
1,7.87735,273,92
1,7.88063,273,92
1,7.88457,273,92
1,7.8879,273,92
1,7.89197,274,92
1,7.89552,273,92
1,7.89951,273,92
1,7.90306,273,92
1,7.907,273,92
